Text,Emotion
"['feel', 'veri', 'enviou']",3
"['got', 'feel', 'live', 'sinc', 'sun', 'extra', 'bright', 'today']",1
"['feel', 'quit', 'well', 'thi', 'morn']",1
"['feel', 'overwhelm', 'god', 'grace']",4
"['eat', 'feel', 'satisfi']",1
"['gigant', 'fabric', 'stash', 'piec', 'feel', 'veri', 'preciou']",1
"['feel', 'complac', 'life']",1
"['im', 'feel', 'veri', 'gener', 'bought', 'gift']",1
"['feel', 'like', 'thi', 'look', 'sweet', 'face', 'rememb', 'im', 'suppos', 'love']",1
"['would', 'also', 'chang', 'floor', 'pleasant', 'feel', 'dog', 'friendli', 'floor']",1
"['feel', 'disillus']",0
"['left', 'feel', 'pretti', 'chuf', 'find']",1
"['alway', 'feel', 'veri', 'threaten', 'come', 'guy', 'cox', 'get', 'lot', 'contact', 'guy', 'like', 'like', 'first', 'bf']",4
"['hardli', 'feel', 'ani', 'wow', 'factor', 'saw', 'stun', 'liv', 'wa', 'entir', 'concept']",5
"['know', 'enjoy', 'watch', 'movi', 'pain', 'transcend', 'like', 'feel', 'heart', 'ach', 'cri', 'pail', 'tear']",0
"['feel', 'puppi', 'mill', 'puppi', 'mill', 'run', 'greedi', 'peopl', 'care', 'qualiti', 'life', 'anim']",3
"['would', 'accept', 'hi', 'love', 'fulli', 'feel', 'damag']",0
"['say', 'wish', 'shed', 'found', 'whole', 'score', 'becaus', 'feel', 'sad', 'idea', 'finish', 'differ', 'tommi']",0
"['feel', 'bit', 'delight']",1
"['im', 'excit', 'feel', 'kind', 'shi', 'smile']",4
"['start', 'feel', 'frantic', 'candl', 'match', 'one', 'flashlight', 'actual', 'asher', 'bug', 'light', 'fan', 'hous', 'move', 'bed', 'outsid', 'boy', 'bath', 'dont', 'touch', 'candl', 'goodby', 'meat', 'fridg']",4
"['im', 'feel', 'selfish', 'right', 'becaus', 'want', 'time', 'back']",3
"['occasion', 'find', 'feel', 'desir', 'room', 'time', 'distil', 'slowli', 'mull', 'consid', 'explor', 'rich', 'complex', 'surround', 'foggi', 'notion', 'object', 'definit', 'knowledg', 'tantric', 'buddhism']",1
"['start', 'write', 'feel', 'affection', 'interest', 'frustrat']",2
"['feel', 'less', 'intimid', 'help']",4
"['doesnt', 'matter', 'ani', 'becaus', 'start', 'feel', 'assur', 'made', 'peac', 'whi', 'lie', 'past']",1
"['loath', 'even', 'allow', 'feel', 'damag', 'long', 'term']",0
"['feel', 'uncertain', 'decad', 'ahead']",4
"['also', 'feel', 'deserv', 'anyon', 'sympathi', 'help', 'care', 'becaus', 'feel', 'worthi', 'anyth']",2
"['feel', 'like', 'ive', 'miss', 'boat']",0
"['feel', 'music', 'ha', 'artist', 'valu', 'much', 'music', 'modern', 'pop', 'realli', 'worth', 'invest', 'time']",1
"['feel', 'someon', 'tri', 'pri', 'hand', 'someth', 'veri', 'preciou']",1
"['feel', 'somehow', 'punish', 'hold', 'much', 'possibl', 'put', 'babi']",0
"['im', 'feel', 'stress', 'homework', 'dont', 'feel', 'like', 'go']",0
"['feel', 'reassur', 'world', 'world', 'rememb']",1
"['reconcil', 'life', 'goe', 'doe', 'marriag', 'feel', 'terribl', 'one', 'affair']",0
"['im', 'feel', 'proud', 'achiev', 'becaus', 'cut', 'hair', 'wa', 'big', 'freak', 'ordeal']",1
"['long', 'thi', 'need', 'feel', 'thi', 'vain']",0
"['final', 'feel', 'excit', 'continu', 'tri', 'lose', 'weight']",1
"['feel', 'violent', 'natur', 'gener']",3
"['feel', 'long', 'call', 'mother', 'tell', 'sorri', 'left', 'home', 'earli']",2
"['feel', 'shi', 'time']",4
"['feel', 'safe', 'know', 'thing', 'peopl', 'around', 'stay']",1
"['feel', 'hi', 'role', 'vital', 'mine', 'like', 'feel', 'way', 'famili', 'dynam']",1
"['immedi', 'relat', 'feel', 'curiou', 'everyth']",5
"['im', 'left', 'feel', 'convinc', 'thi', 'anoth', 'relationship', 'damag', 'wa', 'one', 'onli', 'hand', 'remain', 'trust']",1
"['start', 'thi', 'feel', 'littl', 'melancholi', 'think', 'holi', 'spirit', 'must', 'come', 'given', 'hand', 'becaus', 'feel', 'like', 'understand', 'situat', 'better', 'half', 'hour', 'ago']",0
"['feel', 'fuck', 'fantast', 'want', 'share', 'news']",1
"['believ', 'someon', 'would', 'feel', 'thi', 'social', 'accept', 'even', 'remot', 'ok']",1
"['ive', 'told', 'friend', 'fellow', 'fan', 'feel', 'like', 'weve', 'partak', 'delici', 'feast', 'last', 'season', 'get', 'last', 'realli', 'fine', 'meal']",1
"['feel', 'litt', 'shaken', 'thi', 'point']",4
"['feel', 'somewhat', 'indecis', 'want', 'celebr', 'anniversari']",4
"['feel', 'jolli']",1
"['wa', 'feel', 'unhappi', 'work', 'join', 'carp']",0
"['cant', 'feel', 'pain', 'feel', 'ach', 'ness', 'cheek', 'dont', 'know', 'becaus', 'long', 'period', 'open', 'mouth']",0
"['feel', 'like', 'someon', 'realli', 'learn', 'stress', 'becaus', 'live', 'ultim', 'benign', 'univers']",1
"['even', 'stand', 'thi', 'feel', 'becaus', 'realiz', 'everyth', 'noth', 'never', 'never', 'see', 'life', 'hurt', 'keep', 'support']",1
"['feel', 'proud', 'bless', 'carri', 'thi', 'babi']",1
"['went', 'dad', 'caught', 'alic', 'watch', 'idol', 'wa', 'extremli', 'crap', 'bore', 'dont', 'know', 'whi', 'watch', 'feel', 'like', 'need', 'loyal']",2
"['use', 'want', 'get', 'marri', 'feel', 'littl', 'heartbroken']",0
"['know', 'back', 'mind', 'feel', 'like', 'im', 'loyal', 'trust', 'need', 'make', 'sure', 'im', 'best', 'thing']",2
"['probabl', 'never', 'feel', 'bounci', 'feel', 'free', 'remov', 'emot', 'select']",1
"['feel', 'like', 'lot', 'teenag', 'includ', 'feel', 'like', 'thi', 'around', 'parent', 'colbi', 'amplifi', 'becaus', 'know', 'import', 'dad', 'job', 'feel', 'like', 'protest', 'much', 'time', 'spend']",1
"['wa', 'feel', 'littl', 'skeptic', 'would', 'arriv', 'time', 'situat', 'wa', 'improv', 'fact', 'despit', 'variou', 'perfect', 'parti', 'setup', 'seek', 'ffxi', 'nobodi', 'wa', 'bother', 'set', 'includ', 'duh', 'im', 'lazi']",4
"['feel', 'emot', 'saw', 'touch', 'flusher', 'posit', 'still', 'back', 'seat', 'posit']",0
"['feel', 'rather', 'unhappi', 'late', 'becaus', 'id', 'feel', 'left', 'group', 'friend']",0
"['know', 'im', 'probabl', 'preach', 'choir', 'thi', 'one', 'feel', 'veri', 'passion', 'health', 'well', 'american', 'friend', 'love', 'dearli']",2
"['feel', 'like', 'im', 'realli', 'settl', 'life', 'like', 'im', 'final', 'back', 'spain', 'ive', 'miss', 'year']",0
"['im', 'go', 'feel', 'today', 'ive', 'got', 'admit', 'theyr', 'pretti', 'unpleas']",0
"['feel', 'ugli']",0
"['feel', 'like', 'tend', 'passion', 'thing', 'less', 'popular', 'talk']",1
"['feel', 'wa', 'one', 'idiot', 'childish', 'trumpet', 'wa', 'talk', 'luh']",0
"['also', 'think', 'becaus', 'im', 'afraid', 'feel', 'victim']",0
"['feel', 'pete', 'also', 'admir', 'fact', 'devast', 'still', 'hi', 'posit', 'happi', 'self']",0
"['feel', 'thi', 'way', 'thi', 'version', 'gentl', 'gaze', 'realis', 'someth']",2
"['wa', 'car', 'accid', 'kid', 'left', 'feel', 'quit', 'vulner']",4
"['cant', 'help', 'also', 'feel', 'incred', 'lucki', 'went', 'commun', 'around', 'us']",1
"['im', 'feel', 'gener', 'late', 'spirit', 'christma', 'mayb']",1
"['power', 'make', 'anoth', 'want', 'realiti', 'feel', 'threaten', 'desir', 'control', 'thi', 'person', 'href', 'http', 'eqaf']",4
"['feel', 'rather', 'thrill']",1
"['wa', 'feel', 'quit', 'broke']",0
"['feel', 'particularli', 'mad', 'cours', 'say', 'go', 'crazi', 'realli', 'feel', 'like', 'becom', 'sane']",3
"['feel', 'im', 'punish', 'abl', 'daili']",0
"['feel', 'reassur', 'fashion', 'sometim', 'take', 'serious', 'smile', 'feel', 'better', 'whole', 'deal']",1
"['feel', 'gut', 'joy', 'time', 'enrag']",1
"['wa', 'feel', 'pretti', 'gloomi', 'start', 'write', 'thi', 'dread', 'time', 'year', 'cours', 'burnt', 'nd', 'set', 'cake', 'pop', 'wa', 'bake', 'lost', 'game', 'monopoli', 'game', 'suck']",0
"['id', 'struggl', 'feel', 'highli', 'irrit', 'toward', 'husband']",3
"['feel', 'like', 'get', 'money', 'worth', 'becaus', 'get', 'delici', 'artisan', 'cocktail', 'return']",1
"['id', 'like', 'think', 'could', 'live', 'happili', 'away', 'home', 'know', 'id', 'definit', 'feel', 'homesick', 'id', 'miss', 'friend', 'fun', 'outing']",0
"['went', 'garden', 'feel', 'hot', 'wind', 'ridicul']",2
"['feel', 'fabul', 'speak']",1
"['feel', 'agit', 'simpli', 'irrit']",3
"['ill', 'mention', 'list', 'becaus', 'make', 'also', 'kind', 'feel', 'like', 'five', 'onli', 'like', 'ive', 'good', 'memori', 'song']",1
"['alreadi', 'said', 'one', 'mani', 'feel', 'threaten', 'attack', 'govern', 'media', 'today', 'look', 'outsid', 'small', 'life']",4
"['feel', 'resolv', 'night', 'accident', 'break', 'cri']",1
"['im', 'tri', 'someth', 'often', 'look', 'whole', 'problem', 'feel', 'overwhelm', 'sometim', 'avoid', 'issu', 'long']",5
"['feel', 'complet', 'groggi', 'thi', 'morn']",0
"['feel', 'grief', 'famili', 'caught', 'thi', 'tragic', 'incid']",0
"['love', 'job', 'still', 'feel', 'dissatisfi']",3
"['feel', 'afraid', 'co', 'isnt', 'answer']",4
"['wont', 'feel', 'damn', 'idiot']",0
"['enjoy', 'feedback', 'love', 'comment', 'post', 'pleas', 'feel', 'afraid']",4
"['updat', 'blog', 'found', 'blog', 'look', 'feel', 'dull', 'updat']",0
"['feel', 'much', 'make', 'posit', 'impact', 'thi', 'world', 'live']",1
"['feel', 'genuin', 'shi', 'cautiou', 'women', 'home', 'read', 'shade', 'think', 'someth', 'wrong', 'dont', 'orgasm', 'someon', 'touch', 'boob']",4
"['think', 'wa', 'right', 'feel', 'insult']",3
"['wa', 'sit', 'class', 'tuesday', 'afternoon', 'sudden', 'feel', 'came', 'delici', 'feel', 'slightli', 'control', 'depth', 'thrill', 'adrenalin', 'left', 'weak', 'drain', 'yet', 'excit', 'inquisit', 'onc']",1
"['got', 'home', 'dinner', 'barcial', 'wa', 'fun', 'made', 'feel', 'gloomi']",0
"['feel', 'determin', 'ever', 'realli', 'nail', 'thi', 'race']",1
"['im', 'feel', 'quit', 'pathet', 'miser', 'actual']",0
"['thank', 'abl', 'feel', 'thank', 'get', 'hardship']",1
"['understand', 'appreci', 'concern', 'safeti', 'feel', 'real', 'focu', 'market', 'vendor', 'ha', 'ignor']",0
"['experi', 'normal', 'mood', 'feel', 'annoy', 'year', 'old', 'whine', 'babi', 'want', 'held', 'im', 'make', 'dinner', 'longer', 'feel', 'consum', 'emot']",3
"['ive', 'gotten', 'use', 'hear', 'david', 'time', 'havent', 'heard', 'lot', 'tonight', 'stay', 'last', 'night', 'result', 'im', 'feel', 'littl', 'paranoid']",4
"['feel', 'realli', 'quit', 'dishearten']",0
"['realis', 'thought', 'feel', 'emot', 'reflect', 'accept', 'allow', 'result', 'accept', 'allow', 'program', 'condit', 'time']",1
"['must', 'say', 'initi', 'splash', 'wa', 'bad', 'stroke', 'could', 'feel', 'cold', 'get', 'bone']",3
"['live', 'dad', 'hi', 'wife', 'hi', 'new', 'home', 'feel', 'veri', 'unwelcom']",0
"['feel', 'realli', 'despis', 'told', 'yet', 'realli', 'aw', 'feel', 'segreg']",3
"['feel', 'realli', 'nervou', 'lose', 'print', 'file', 'paper', 'final', 'secur']",4
"['need', 'know', 'matter', 'feel', 'import', 'matter', 'enough', 'pursu', 'cherish', 'protect']",1
"['feel', 'kinda', 'piss']",3
"['im', 'feel', 'veri', 'optimist', 'stash', 'reduc', 'abil', 'thi', 'month', 'expect', 'realli', 'big', 'empti', 'post', 'next', 'time']",1
"['feel', 'ungrat', 'say', 'thi', 'becaus', 'school', 'still', 'let', 'go', 'prom']",0
"['would', 'feel', 'hesit', 'use', 'medic', 'system', 'need']",4
"['get', 'bed', 'feel', 'thank', 'made', 'one', 'day', 'get']",1
"['inferior', 'feel', 'child', 'wa', 'respect', 'listen', 'allow', 'opinion']",1
"['admit', 'ive', 'feel', 'kinda', 'homesick', 'past', 'coupl', 'day']",0
"['felt', 'like', 'earlier', 'thi', 'year', 'wa', 'start', 'feel', 'emot', 'wa', 'surreal', 'confus', 'quit', 'honest']",0
"['feel', 'humili']",0
"['like', 'know', 'onli', 'one', 'feel', 'way', 'job', 'option', 'thing', 'like', 'wa', 'wa', 'abl', 'find', 'career', 'path', 'found', 'interest']",2
"['could', 'feel', 'eye', 'bore', 'hole', 'neck', 'quickli', 'step', 'side', 'way', 'son', 'anymor']",0
"['still', 'feel', 'littl', 'shitti', 'right', 'type', 'thi']",0
"['could', 'onli', 'feel', 'thi', 'relax', 'time']",1
"['wa', 'attack', 'teenag', 'boy', 'wallet', 'stolen']",4
"['trainer', 'dont', 'think', 'ever', 'weigh', 'littl', 'im', 'feel', 'pretti', 'excit']",1
"['wa', 'feel', 'pretti', 'rotten']",0
"['ive', 'miss', 'month', 'train', 'organis', 'etap', 'prep', 'ride', 'includ', 'etap', 'caledonia', 'gener', 'feel', 'pretti', 'piss', 'depress', 'whole', 'affair', 'avoid', 'think']",3
"['feel', 'like', 'littl', 'giggli', 'schoolgirl', 'fun']",1
"['bare', 'stand', 'sight', 'dog', 'wear', 'choke', 'collar', 'becaus', 'feel', 'dog', 'suffer']",0
"['feel', 'like', 'buy', 'play', 'accept', 'model', 'consum', 'larg']",2
"['wish', 'gervas', 'would', 'pipe', 'id', 'feel', 'littl', 'less', 'vulner', 'right']",4
"['feel', 'genuin', 'proud']",1
"['see', 'behav', 'relat', 'feel', 'posit', 'neg', 'way', 'perceiv', 'within']",1
"['stop', 'feel', 'heartbroken', 'see', 'unfollow']",0
"['alreadi', 'dont', 'know', 'cashier', 'work', 'hope', 'might', 'ask', 'get', 'transfer', 'stock', 'area', 'feel', 'content']",1
"['like', 'feel', 'famili', 'damag', 'way', 'even', 'though', 'mean']",0
"['feel', 'veri', 'honour', 'part', 'blogger', 'collabor', 'seri', 'handbag']",1
"['still', 'feel', 'complet', 'accept']",2
"['feel', 'amaz', 'everi', 'thrift', 'trip', 'got', 'mani', 'small', 'amount', 'time', 'idea', 'bliss', 'onc', 'earn', 'claim', 'crown', 'thrift', 'princess']",5
"['ill', 'feel', 'terribl', 'end', 'dont', 'know', 'whi', 'chose', 'continu', 'shoulder', 'peopl', 'cri', 'one', 'reliabl', 'person', 'alway', 'turn']",0
"['im', 'gon', 'na', 'make', 'feel', 'worthless', 'year', 'ago', 'im', 'go', 'make', 'sure', 'rememb', 'bad', 'peopl', 'spoke', 'treat', 'especi', 'need']",0
"['understood', 'somewher', 'heart', 'hi', 'feel', 'decit', 'abandon', 'hope', 'ever', 'trust']",1
"['feel', 'sleep', 'night', 'littl', 'less', 'agit']",4
"['say', 'someon', 'feel', 'humili', 'yeah', 'well', 'get']",0
"['realis', 'thi', 'wa', 'longer', 'truth', 'wa', 'mere', 'truth', 'rememb', 'began', 'feel', 'dishearten']",0
"['left', 'offic', 'feel', 'discourag']",0
"['feel', 'extrem', 'fond', 'come', 'avalanch', 'anxieti']",2
"['want', 'write', 'thi', 'becaus', 'left', 'campu', 'feel', 'truli', 'thank', 'wesleyan', 'put', 'kind', 'event', 'never', 'dream', 'abl', 'attend', 'fairli', 'short', 'car', 'ride']",1
"['feel', 'sure', 'doe']",1
"['feel', 'terrifi', 'futur']",4
"['ive', 'feel', 'depress', 'anxiou', 'unhappi']",0
"['feel', 'strang', 'weird', 'thi', 'entir', 'struggl', 'onli', 'one', 'deal', 'thi', 'kind', 'conflict']",4
"['women', 'feel', 'particularli', 'burden', 'take', 'pill', 'unfair']",0
"['gone', 'kitoben', 'work', 'children', 'playground', 'feel', 'veri', 'joy', 'abl', 'work']",1
"['wish', 'could', 'say', 'got', 'feel', 'everyth', 'go', 'perfect', 'painless', 'didnt']",1
"['enjoy', 'read', 'immens', 'feel', 'strang', 'book', 'lack', 'time', 'read']",5
"['feel', 'deepli', 'disturb', 'anoth', 'mother', 'would', 'condemn', 'mother', 'like', 'find', 'fulfil', 'mother']",0
"['feel', 'delight', 'contact']",1
"['feel', 'like', 'total', 'horribl', 'person', 'realli', 'wish', 'wa', 'come', 'anoth', 'weekend']",0
"['feel', 'greedi', 'thought', 'relief', 'let', 'linger']",3
"['im', 'feel', 'gener', 'im', 'go', 'share', 'blog']",1
"['feel', 'like', 'bit', 'obnoxi', 'pictur', 'post']",3
"['feel', 'reliev', 'excit', 'someon', 'els', 'feel', 'way']",1
"['feel', 'irrit', 'everyth']",3
"['feel', 'groggi', 'thi', 'morn']",0
"['feel', 'somewhat', 'hopeless', 'piti']",0
"['im', 'feel', 'queezi', 'cant', 'bother', 'put', 'order', 'goe']",3
"['im', 'feel', 'terrif', 'nonetheless', 'manag', 'drag', 'carcass', 'nordstrom', 'coupl', 'time', 'life', 'yet']",1
"['im', 'feel', 'rather', 'dishearten']",0
"['feel', 'helpless', 'one', 'talk']",0
"['feel', 'hesit', 'contact']",4
"['feel', 'resent', 'sun', 'chase', 'hous', 'day']",3
"['wa', 'feel', 'doubt', 'sad', 'relationship', 'thi', 'man']",4
"['suppos', 'enough', 'statement', 'might', 'feel', 'hi', 'contribut', 'unfortun', 'attitud', 'rhetor', 'conserv', 'christian', 'america']",0
"['must', 'say', 'familiar', 'face', 'sinc', 'go', 'church', 'sinc', 'wa', 'thi', 'feel', 'wa', 'shi', 'want', 'stay', 'friend', 'clingi', 'meet']",4
"['im', 'sure', 'plenti', 'love', 'parti', 'go', 'im', 'feel', 'veri', 'sociabl', 'new']",1
"['cant', 'help', 'feel', 'insecur']",4
"['feel', 'like', 'isnt', 'happi', 'one']",1
"['feel', 'like', 'im', 'mad', 'hatter', 'rather', 'alic']",3
"['feel', 'veri', 'eager', 'darl', 'ha', 'store', 'us']",1
"['feel', 'like', 'bore']",0
"['feel', 'shock', 'hi', 'word', 'veri', 'pure', 'veri', 'self']",5
"['feel', 'genuin', 'wrong']",3
"['hate', 'feel', 'inadequ', 'meet', 'need']",0
"['ive', 'struggl', 'feel', 'inadequ', 'subpar', 'variou', 'area', 'life', 'know', 'alway']",0
"['altern', 'wish', 'would', 'die', 'feel', 'terrifi', 'someth', 'would', 'happen', 'leav', 'newborn', 'son', 'without', 'mother']",4
"['feel', 'littl', 'confus', 'reproduct', 'futur', 'want', 'anoth', 'babi', 'deep']",4
"['feel', 'ib', 'symptom', 'resolv']",1
"['im', 'feel', 'plung', 'us', 'world', 'melancholi', 'love']",0
"['feel', 'alon', 'abandon', 'believ', 'alon', 'abandon']",0
"['feel', 'like', 'im', 'wait', 'get', 'heartbroken']",0
"['feel', 'posit', 'today']",1
"['never', 'met', 'real', 'life', 'feel', 'super', 'bond', 'crisi', 'pregnanc', 'geniu', 'children', 'new', 'friend', 'sara', 'href', 'http', 'everybitterthingissweet']",1
"['surpris', 'amount', 'courag', 'men', 'help', 'feel', 'slightli', 'shock']",5
"['wa', 'abl', 'feel', 'slightli', 'less', 'obnoxi', 'know', 'girl', 'jones', 'hard']",3
"['dont', 'like', 'way', 'feel', 'angri']",3
"['feel', 'bit', 'piss', 'becaus', 'went', 'first']",3
"['wear', 'item', 'make', 'feel', 'optimist']",1
"['feel', 'dissatisfi', 'distract', 'life']",3
"['hate', 'feel', 'useless', 'ineffect']",0
"['admit', 'feel', 'veri', 'dishearten', 'disillus', 'whole', 'publish', 'commun', 'month']",0
"['feel', 'safe', 'happi', 'hous', 'clean']",1
"['wa', 'feel', 'horni', 'let']",2
"['feel', 'honor', 'legend', 'admir', 'although', 'dont', 'see', 'similar', 'us']",1
"['longer', 'chiuv', 'one', 'man', 'oblig', 'say', 'kaddish', 'daven', 'amud', 'lead', 'prayer', 'feel', 'relax']",1
"['gon', 'na', 'feel', 'lousi', 'might', 'well', 'feel', 'lousi', 'someth']",0
"['look', 'feel', 'disgust', 'annoy', 'hi', 'action']",3
"['discov', 'thi', 'feel', 'success', 'grown', 'decid', 'make', 'indulg', 'meal', 'hit', 'spot']",1
"['think', 'media', 'gener', 'realli', 'get', 'portray', 'someon', 'ha', 'feel', 'sympathet']",2
"['must', 'lie', 'radio', 'actual', 'make', 'feel', 'wonder']",1
"['feel', 'self', 'content']",1
"['im', 'final', 'feel', 'comfort', 'skin']",1
"['like', 'women', 'also', 'feel', 'thi', 'hi', 'truth', 'straightforward', 'flash', 'person']",1
"['feel', 'pretti', 'success', 'still', 'someth', 'say']",1
"['wa', 'actual', 'feel', 'quit', 'smart', 'wa', 'understand', 'question', 'without', 'even', 'read']",1
"['feel', 'pressur', 'back', 'corner']",4
"['tend', 'question', 'whether', 'god', 'feel', 'intellig', 'enough', 'compani', 'tell', 'ask']",1
"['visit', 'cantina', 'leav', 'feel', 'food', 'love', 'alway', 'worth', 'price']",2
"['wonder', 'life', 'like', 'peopl', 'peopl', 'love', 'love', 'sex', 'enjoy', 'experi', 'feel', 'happi', 'get', 'feel', 'accept', 'want', 'need']",1
"['think', 'evolv', 'dress', 'pant', 'might', 'final', 'feel', 'comfort', 'wear', 'skirt', 'work', 'theyr', 'distant', 'futur']",1
"['feel', 'loyal', 'way', 'respect', 'hi', 'wish', 'tell', 'anyon', 'kill', 'keep', 'insid']",2
"['strong', 'feel', 'inadequaci', 'becom', 'convinc', 'everyth', 'wrong', 'cant', 'anyth', 'right']",1
"['tri', 'feel', 'im', 'judg', 'eye', 'onli', 'see', 'weird', 'vain', 'bastard', 'think', 'much']",4
"['feel', 'pretti', 'isol', 'marginalis', 'greatest', 'enemi', 'wa', 'unit', 'state', 'onli', 'countri', 'ever', 'deploy', 'nuclear', 'weapon', 'two', 'civilian', 'might', 'want', 'get', 'one']",0
"['alway', 'feel', 'privileg', 'see', 'jay']",1
"['feel', 'wa', 'desper', 'fond']",2
"['wake', 'realiz', 'panti', 'wet', 'feel', 'veri', 'horni']",2
"['know', 'knew', 'wa', 'season', 'learn', 'trust', 'god', 'feel', 'peac', 'calm', 'becaus']",1
"['feel', 'like', 'one', 'befor', 'resign', 'got', 'offer', 'job', 'local', 'council']",0
"['im', 'bit', 'afraid', 'cooki', 'make', 'feel', 'fantast']",1
"['feel', 'havent', 'veri', 'product', 'past', 'six', 'month']",1
"['felt', 'ok', 'feel', 'ok']",1
"['feel', 'jealou', 'becasu', 'want', 'kind', 'love', 'true', 'connect', 'two', 'soul', 'want']",3
"['feel', 'mix', 'emot', 'lone', 'sad', 'insecur', 'angri']",0
"['feel', 'realli', 'ought', 'assert', 'way', 'smile', 'pleasant', 'blond', 'woman', 'earli', 'middl', 'age', 'young', 'seem', 'fine', 'drift']",1
"['pack', 'thi', 'time', 'around', 'feel', 'apprehens', 'thi', 'challeng', 'season', 'happi', 'decompress', 'day', 'dad', 'befor', 'come', 'home']",4
"['day', 'want', 'noth', 'unwant', 'resent', 'pressur', 'feel', 'everyth', 'everyon', 'even', 'preciou', 'children']",1
"['feel', 'depriv', 'ani', 'intimaci']",0
"['feel', 'mush', 'freeer', 'less', 'repress']",0
"['still', 'want', 'keep', 'makeup', 'like', 'minimum', 'want', 'everyth', 'apart', 'lip', 'look', 'natur', 'go', 'super', 'thin', 'eyelin', 'eyelash', 'curler', 'lash', 'powder', 'foundat', 'feel', 'cute', 'classi', 'look']",1
"['would', 'say', 'start', 'feel', 'realli', 'intimid', 'code', 'vast', 'everyth']",4
"['acquaint', 'sleep', 'feel', 'like', 'name', 'ensur', 'im', 'rude', 'mayb', 'ha', 'name', 'alreadi']",3
['school'],3
"['feel', 'like', 'spend', 'thi', 'preciou', 'last', 'half', 'hour', 'ness', 'someth', 'fun', 'interest', 'roll', 'new', 'year', 'im', 'let']",1
"['see', 'shallow', 'mani', 'live', 'tri', 'give', 'love', 'atent', 'person', 'see', 'distanc', 'confus', 'look', 'peopl', 'stop', 'trust', 'feel', 'insult', 'misstreat', 'affeccion']",3
"['wa', 'feel', 'particularli', 'glamor', 'charli', 'angel', 'weekend', 'travel', 'outfit', 'comfort', 'pass', 'three', 'hour', 'zoo', 'gate', 'read', 'fashion', 'mag']",1
"['best', 'remain', 'cordial', 'express', 'authent', 'real', 'love', 'gratitud', 'feel', 'devot', 'father', 'nostalgia', 'feel', 'toward', 'someon', 'select', 'life', 'partner', 'exemplifi', 'unforgett', 'blowout', 'wed', 'href', 'http', 'www']",2
"['feel', 'littl', 'better', 'sunday', 'mayb', 'continu', 'good', 'feel', 'get', 'back', 'littl', 'hot', 'bod', 'onc', 'rock']",1
"['im', 'feel', 'gener', 'word']",1
"['take', 'taylor', 'ha', 'appris', 'latest', 'situat', 'feel', 'reassur', 'secur', 'apart', 'longer', 'compromis']",1
"['would', 'set', 'sunni', 'temper', 'gener', 'feel', 'benevol', 'road', 'user', 'everi', 'morn', 'approxim']",1
"['know', 'feel', 'plan', 'disturb', 'schedul', 'disrupt']",0
"['feel', 'idol', 'anim', 'pretti', 'popular', 'could', 'anyth']",1
"['feel', 'even', 'passion', 'gospel', 'ever', 'life', 'becaus', 'knowledg', 'savior']",1
"['know', 'im', 'still', 'feel', 'effect', 'rich', 'dinner', 'sweet', 'treat']",1
"['left', 'kick', 'awkward', 'departur', 'feel', 'triumphant', 'onli', 'succeed', 'mission', 'enjoy', 'well']",1
"['feel', 'like', 'see', 'bitter', 'end', 'im', 'go']",3
"['said', 'earlier', 'bodi', 'gotten', 'use', 'heat', 'curios', 'degre', 'feel', 'like', 'keep', 'eager', 'next', 'summer', 'day']",1
"['feel', 'weird']",5
"['dont', 'even', 'think', 'would', 'readi', 'fuck', 'buddi', 'becaus', 'emot', 'would', 'feel', 'horribl', 'im', 'give', 'back']",0
"['thought', 'got', 'full', 'mark', 'question', 'make', 'feel', 'quit', 'clever']",1
"['im', 'huge', 'histori', 'buff', 'feel', 'emot', 'think', 'great', 'uncl']",0
"['feel', 'probabl', 'move', 'meat', 'stori', 'befor', 'get', 'distract', 'side', 'dish', 'happen', 'good', 'music']",3
"['feel', 'affect', 'peopl', 'around', 'thi', 'stori', 'tri', 'year', 'find', 'way', 'back', 'life', 'befor', 'long', 'veri', 'violent', 'relationship']",3
"['saw', 'gain', 'scale', 'thi', 'morn', 'surpris', 'make', 'feel', 'pretti', 'lousi', 'lot', 'water', 'weight', 'disgest', 'issu', 'pass', 'need', 'put', 'work', 'push', 'month', 'till', 'christma', 'hear', 'say']",0
"['feel', 'posit', 'asham', 'look', 'window', 'see', 'state', 'thing']",0
"['im', 'feel', 'somewhat', 'verbal', 'lame', 'listen', 'eighth', 'time', 'suzann', 'vega', 'nine', 'object', 'desir']",0
"['feel', 'tender', 'cool', 'relax', 'enjoy', 'wonder', 'master']",2
"['feel', 'order', 'prevent', 'lot', 'thi', 'compani', 'violent', 'manag', 'sort', 'formal', 'train', 'well', 'mental', 'evalu']",3
"['feel', 'like', 'call', 'bitch', 'wasnt', 'exactli', 'bitchi', 'coz', 'wasnt', 'intent', 'could', 'call', 'ungrat', 'inconsider', 'selfish', 'ok', 'ill', 'say', 'bitch']",3
"['spent', 'much', 'thi', 'year', 'wait', 'summer', 'moment', 'feel', 'like', 'resign', 'summer', 'certain', 'extent', 'wait', 'get', 'life', 'start', 'new', 'chapter', 'st', 'paul']",0
"['could', 'paid', 'rush', 'dont', 'think', 'could', 'realli', 'stop', 'wa', 'also', 'feel', 'submiss', 'sissi', 'emot', 'bubbl', 'surfac']",0
"['feel', 'talent']",1
"['almost', 'alway', 'feel', 'awkward']",0
